"Create Permanent Redirect for old URL",古いURLに対する恒久的なリダイレクトを作成する
"Category URL Suffix",カテゴリURL拡張子
"You need to refresh the cache.","You need to refresh the cache."
"Product URL Suffix",商品URL拡張子
"Use Categories Path for Product URLs",商品URLにカテゴリパスを使用する
"Create Permanent Redirect for URLs if URL Key Changed",URLが変更されたら恒久的なリダイレクト設定を作成する
