"Enable Log Cleaning","ログクリーニングを有効にする","TRUE"
"Error Email Recipient","エラーメール受信者","TRUE"
"Error Email Sender","エラーメール送信者","TRUE"
"Error Email Template","エラーメールテンプレート","TRUE"
"Frequency","頻度","TRUE"
"Log Cleaning","ログクリーニング","TRUE"
"Log cleanup Warnings","警告ログをクリーニングする。","TRUE"
"Save Log, Days","ログ保存期間","TRUE"
"Start Time","開始時間","TRUE"
