"Custom currency symbols were applied successfully.","Custom currency symbols were applied successfully."
"Manage Currency","Manage Currency"
"Manage Currency Rates","通貨レート管理"
"Rates","レート"
"Save Currency Symbols","Save Currency Symbols"
"Symbols","Symbols"
"System","システム"
"Use Default","標準の値を使用"
"Use Standard","Use Standard"
"Use Website","ウェブサイトの設定を使用する"
